10034;22110
10045;20743
10045;1753
10045;18176
10045;11502
10049;16242
10049;64
10049;9267
10049;8602
10080;9831
10080;16242
10080;4755
10080;4376
10093;11502
10093;1405
10093;12728
10093;4806
10111;9222
10111;6876
10111;15897
10111;3981
10111;5399
10111;2072
10111;16532
10111;8294
10111;9261
10111;9831
10111;1691
10111;7137
10111;4638
10111;1176
10111;11540
10111;21448
10111;13509
10111;11642
10111;2608
10111;19464
10111;2742
10111;3373
10111;19482
10111;557
10111;2760
10111;4595
10111;174
10111;11854
10111;2645
10132;13509
10132;11854
10132;1711
10132;16118
10132;12037
10132;12131
10132;4595
10132;1720
10132;14719
10132;11721
10132;5399
10132;752
10132;6876
10132;1967
10132;1077
10132;11502
10132;12506
10132;14371
10132;11764
10132;9831
10132;18220
10132;9261
10132;4376
10132;3623
10132;19293
10132;2490
10132;19079
10132;2742
10132;557
10132;10731
10132;2760
10137;2608
10137;11502
10137;557
10137;1711
10137;19464
10137;11005
10137;2318
10137;4432
10137;19482
10137;10261
10137;12131
10137;9831
10137;9222
10137;6876
10137;5313
10138;6876
10138;19378
10159;9831
10159;13238
10159;2742
10159;16242
10159;12895
10159;3645
10159;8294
10159;2760
10159;5260
10159;20575
10159;12417
10159;8182
10178;115
10185;5383
10185;1367
10185;16242
10185;2137
10185;2179
10185;20812
10185;18621
10185;10261
10185;3834
10185;2318
10185;20020
10185;13509
10185;4875
10185;18500
10185;9198
10185;13367
10185;3636
10185;13401
10185;15829
10185;10138
10185;6535
10185;20575
10185;11069
10185;21666
1020;2318
1020;1715
1020;557
1020;1884
1020;9597
1020;1176
1020;15698
1020;13508
1020;1711
1020;17694
1020;796
1020;1753
10222;15929
10222;12506
10222;1782
10222;16242
10261;2760
10261;14441
10261;8195
10261;557
10261;15898
10261;10137
10261;12624
10261;10185
10261;6121
10261;4020
10320;16242
10320;19236
10320;1464
10320;12895
10320;21553
10320;18190
10320;6087
10320;7925
10320;3467
10320;6877
10320;6535
10320;10886
10320;8201
10320;11069
10320;10750
10348;11854
10352;16242
10352;1464
10352;19267
10367;12775
10372;15963
10372;5337
10372;796
10375;174
10375;2198
10551;2760
10551;10731
10551;8294
10551;19712
10551;15454
10551;20561
10551;9831
10551;117
10551;9346
10551;16242
10551;18500
10551;18057
10587;1464
10594;9831
10594;16046
10606;752
10606;11764
10653;16242
10653;5383
10653;20050
10653;16640
10653;5104
10731;6876
10731;2072
10731;11540
10731;9261
10731;19482
10731;2608
10731;2742
10731;5849
10731;5313
10731;1464
10731;15454
10731;20561
10731;9584
10731;11854
10731;15423
10731;18725
10731;2137
10731;2643
10731;6693
10731;10551
10731;19464
10731;8201
10750;6087
10750;854
10750;1608
10767;4595
10769;117
10769;12895
10769;9831
10769;6876
10769;2760
10769;13343
10769;16242
10769;14656
1077;5168
1077;115
1077;322
1077;1234
1077;2645
1077;752
1077;9831
1077;19482
10860;2072
10860;19712
10860;16242
10860;1608
10860;19464
10860;8602
10860;19483
10886;2760
10942;19483
10942;5849
10942;6121
11005;14208
11056;16242
11069;9150
11069;4752
11069;10185
11069;10860
11069;21367
11069;19050
11079;9182
11127;20356
11127;12913
11157;9040
11157;12750
11182;2608
11182;17694
11182;2742
11182;9597
11182;2760
11182;20157
11182;796
11214;6876
11214;4376
11268;6660
11268;2137
11289;14523
11290;1715
11344;14099
11377;16242
11377;2137
11377;6975
11377;5313
11377;20812
11377;8182
11377;20166
11377;19267
11377;3834
11377;11540
11377;21056
11377;14944
11377;757
11377;21320
11377;14501
11377;798
11377;2034
11393;18020
11393;10750
11405;6876
11460;6137
11473;14151
11473;10569
11485;2760
11485;2742
11496;8201
11496;2643
11496;10731
11496;754
11496;347
11496;15407
11496;6281
115;11721
115;1497
115;266
115;5399
115;1720
115;1077
115;347
115;9831
115;17159
115;854
115;20743
115;3981
115;13343
115;15897
115;14181
115;7137
115;8294
115;19464
115;12131
115;11502
115;557
115;2645
115;18220
11502;16532
11502;174
11502;1502
11502;2149
11502;1753
11502;1727
11502;2033
11502;505
11502;18261
11502;4638
11502;1558
11502;2198
11502;2608
11502;6707
11502;10045
11502;853
11502;1720
11502;2760
11502;9261
11502;9597
11502;20743
11502;6196
11502;6876
11502;18220
11502;11721
11502;4820
11502;3169
11502;557
11502;17159
11502;18176
11502;20152
11502;15393
11502;19464
11502;9384
11503;4595
11503;19712
11503;21056
11530;2072
11530;16118
11530;14194
11530;557
11530;944
11530;2760
11530;10731
11530;5168
11530;4820
11530;17694
11530;13921
11530;1077
11530;8320
11530;21448
11530;16242
11530;18725
11530;1711
11530;19483
11530;16041
11530;1464
11530;12506
11530;6087
11530;21056
11530;117
11530;5447
11540;2424
11540;10731
11540;14051
11540;1720
11540;1176
11540;8294
11540;9597
11540;505
11540;12037
11540;2072
11540;10111
11540;557
11540;11854
11540;2760
11540;9261
11540;6876
11540;9831
11540;814
11540;20050
11540;757
11540;14194
11540;16118
11540;19464
11540;14371
11540;19712
11540;11377
11540;5849
11540;117
11540;4376
11540;19483
11540;798
11540;2034
11540;2137
11540;1711
11540;16046
11540;9222
11540;16242
11540;64
11562;1711
11562;4595
11562;11721
11562;19482
11562;9831
11562;11502
11562;2931
11562;8218
11562;12506
11562;16118
11562;3623
11626;3759
11642;2072
11642;12131
11642;505
11642;11854
11642;9831
11642;557
11642;10731
11642;2760
11642;10111
11642;3373
11642;20667
11668;14194
117;9584
117;2072
117;15454
117;18220
117;14777
117;752
117;10137
117;9831
117;1234
117;19464
117;5313
117;19482
117;1367
11721;796
11721;2033
11721;2608
11721;18176
11721;322
11721;9261
11721;12131
11721;20743
11721;6196
11721;11502
11721;9384
11721;1720
11721;18220
1176;8604
1176;2493
1176;1715
1176;19486
1176;12037
1176;1020
1176;3300
1176;1464
1176;1720
1176;1234
1176;1884
1176;16688
1176;2618
1176;2034
1176;9584
1176;752
1176;6137
1176;15698
1176;2742
1176;6876
1176;2079
1176;2424
1176;505
1176;10111
1176;2072
1176;11642
1176;19482
1176;9831
1176;11854
1176;5399
1176;9261
1176;8294
1176;11721
1176;2760
1176;13509
1176;557
1176;9597
1176;1753
11854;174
11854;1464
11854;64
11854;5313
11854;505
11854;2931
11854;2424
11854;5399
11854;7137
11854;12037
11854;11642
11854;10731
11854;16091
11854;2072
11854;13509
11854;9831
11854;1176
11854;4638
11854;19482
11854;752
11854;6137
11854;12131
11854;2645
11854;2742
11854;10111
11854;21448
11854;557
11854;15454
11860;4376
11860;12895
11860;9371
11860;3373
11860;18076
11860;3645
11860;6121
11860;14154
11860;21078
11860;6087
11860;13509
11860;15383
11860;6876
11873;2931
11873;20166
11877;16242
11909;16242
1193;19486
1193;9261
1193;9831
1193;18725
1193;10137
1193;557
1193;5337
11940;2318
1196;9261
1196;12036
1196;3169
11985;5399
11986;14247
12037;796
12037;9304
12037;17694
12037;9597
12037;13508
12037;1715
12037;1464
12037;1884
12037;2318
12037;12038
12037;15698
12037;6876
12037;16688
12037;174
12037;1853
12037;19486
12037;8294
12037;8468
12037;12131
12037;11854
12037;2072
12037;19482
12037;2760
12037;9831
12037;7137
12037;5399
12037;18220
12037;752
12038;21552
12038;752
12038;2532
12038;12037
12038;15698
12038;5399
12038;19482
12038;1464
12038;796
12038;1853
12038;9831
12038;5168
12038;2742
12038;1234
12039;14194
12042;5849
12042;9222
12042;16242
12042;12895
12047;14325
12047;9150
12101;7137
12131;15571
12131;17159
12131;64
12131;11306
12131;1558
12131;5168
12131;15454
12131;12037
12131;11721
12131;505
12131;11642
12131;14194
12131;20289
12131;14181
12131;9261
12131;115
12131;18220
12131;796
12131;5399
12131;11854
12131;2645
12131;2742
12131;8294
12131;557
12131;2760
12131;2931
12131;4432
12131;752
12131;1711
12131;19464
12131;7137
12131;16242
12131;3623
12131;9831
12131;10137
12131;6876
12131;19482
12217;16242
12217;19489
12254;3134
12254;19140
1230;1884
1230;11306
1230;2318
1230;2760
1230;2034
1230;9597
1230;19486
1230;5399
1230;752
1230;2742
1230;9831
1230;6137
1230;19482
1230;12038
1234;266
1234;1715
1234;752
1234;347
1234;16532
1234;9597
1234;15698
1234;1853
1234;2318
1234;16118
1234;19486
1234;14325
1234;13508
1234;6929
1234;2072
1234;1884
1234;1711
1234;8294
1234;796
1234;12037
1234;12038
1234;1691
1234;19464
1234;3373
1234;9222
1234;1464
1234;1020
1234;6876
1234;20157
1234;9261
1234;5849
1234;5168
1234;16688
1234;505
1234;1176
1234;2799
1234;174
1234;6964
1234;2490
1234;944
1234;4820
1234;19482
1234;117
1234;557
1234;2760
1234;5399
1234;2742
12343;11854
12382;10750
12407;5032
12407;19483
12407;2760
12407;6531
12407;21448
12407;12506
12414;11496
12414;2931
12414;6121
12414;6281
12414;9831
12414;16242
