796;21948;4.0;3;1262329200
1464;36061;5.0;22;1262329200
1464;36062;5.0;8;1262329200
1608;39256;3.0;4;1262329200
1608;39257;4.0;4;1262329200
1608;39258;2.0;4;1262329200
1769;42942;4.0;19;1262329200
2532;60589;4.0;19;1262329200
2532;16042;4.0;2;1262329200
2532;60590;5.0;19;1262329200
2760;66387;4.0;4;1262329200
3134;73583;4.0;19;1262329200
3301;77234;3.0;4;1262329200
3374;78632;4.0;11;1262329200
3597;80877;4.0;8;1262329200
3958;3191;3.0;6;1262329200
3958;87248;5.0;18;1262329200
4126;89454;3.0;4;1262329200
4246;91254;4.0;22;1262329200
4246;91255;4.0;22;1262329200
4556;95976;1.0;4;1262329200
5038;102204;4.0;13;1262329200
5172;82896;4.0;10;1262329200
5584;112015;3.0;7;1262329200
5628;112414;5.0;7;1262329200
5628;112415;5.0;20;1262329200
5628;112416;4.0;7;1262329200
5628;112417;5.0;20;1262329200
5628;112418;5.0;7;1262329200
5642;12757;5.0;3;1262329200
5720;114705;5.0;4;1262329200
5861;116275;3.0;19;1262329200
5861;116276;4.0;19;1262329200
5957;16969;5.0;3;1262329200
5957;18767;4.0;3;1262329200
5991;17934;2.0;8;1262329200
6138;119719;5.0;19;1262329200
6138;47230;4.0;19;1262329200
6144;120704;4.0;22;1262329200
6239;122391;4.0;15;1262329200
6877;129858;4.0;11;1262329200
6877;129859;4.0;11;1262329200
6877;129860;4.0;19;1262329200
6877;129861;4.0;19;1262329200
6935;134026;4.0;8;1262329200
7246;138058;5.0;8;1262329200
7246;138059;4.0;8;1262329200
7246;138060;4.0;17;1262329200
7246;138061;3.0;8;1262329200
8240;53861;4.0;5;1262329200
8690;155494;4.0;5;1262329200
8705;155694;4.0;7;1262329200
9141;161065;5.0;17;1262329200
9141;161066;5.0;17;1262329200
9141;161067;5.0;17;1262329200
9222;80066;4.0;11;1262329200
9346;72956;5.0;4;1262329200
9432;1743;5.0;2;1262329200
10309;174782;3.0;18;1262329200
11062;181966;4.0;2;1262329200
11460;187579;1.0;3;1262329200
11640;190122;4.0;19;1262329200
12832;201338;3.0;19;1262329200
12832;201339;5.0;19;1262329200
12832;201340;4.0;19;1262329200
13367;205957;4.0;19;1262329200
13367;205958;5.0;19;1262329200
13367;205959;5.0;18;1262329200
13367;205960;4.0;11;1262329200
13367;205961;4.0;11;1262329200
13367;205962;4.0;19;1262329200
13367;205963;4.0;21;1262329200
13367;205964;4.0;21;1262329200
13367;131878;5.0;21;1262329200
13367;174713;4.0;19;1262329200
13434;207520;5.0;11;1262329200
13572;209895;4.0;18;1262329200
13728;136583;3.0;8;1262329200
13728;213226;4.0;19;1262329200
13782;173922;5.0;7;1262329200
14030;216557;5.0;3;1262329200
14312;220518;4.0;19;1262329200
14538;222835;4.0;8;1262329200
15423;230512;5.0;4;1262329200
15423;208781;5.0;18;1262329200
15699;234540;5.0;19;1262329200
15766;235891;2.0;19;1262329200
15766;235892;5.0;17;1262329200
15766;235893;4.0;7;1262329200
15860;237076;4.0;18;1262329200
15897;90454;2.0;5;1262329200
15984;239550;3.0;19;1262329200
16059;240399;4.0;17;1262329200
16059;240400;2.0;10;1262329200
16059;125115;4.0;4;1262329200
16059;211212;3.0;8;1262329200
16059;6906;4.0;4;1262329200
16373;244101;4.0;4;1262329200
16781;247696;5.0;10;1262329200
16781;31487;1.0;18;1262329200
17013;249431;5.0;3;1262329200
17047;249772;4.0;4;1262329200
17238;251337;5.0;5;1262329200
17743;254445;4.0;8;1262329200
17913;256270;4.0;18;1262329200
18248;259241;5.0;18;1262329200
18366;110871;5.0;5;1262329200
19163;101650;5.0;3;1262329200
19482;63611;1.0;3;1262329200
19486;43578;3.0;8;1262329200
19486;272941;3.0;8;1262329200
19486;116167;1.0;3;1262329200
19486;112110;3.0;8;1262329200
19486;272942;4.0;19;1262329200
19486;121303;3.0;18;1262329200
19487;114706;5.0;11;1262329200
19673;159498;4.0;4;1262329200
19702;7639;2.0;3;1262329200
20157;14951;5.0;3;1262329200
20158;178702;4.0;4;1262329200
20609;111711;3.0;3;1262329200
20609;283979;4.0;11;1262329200
20609;283980;4.0;4;1262329200
